Year,Country,Region,Sex,Age Group,Applications
2021,Eritrea,Africa Sub-Saharan,Unknown,17 and under,2
2021,Eritrea,Africa Sub-Saharan,Female,18 to 24,19
2021,Eritrea,Africa Sub-Saharan,Female,25 to 39,18
2021,Eritrea,Africa Sub-Saharan,Female,40 and over,2
2021,Eritrea,Africa Sub-Saharan,Male,17 and under,1
2021,Eritrea,Africa Sub-Saharan,Male,18 to 24,99
2021,Eritrea,Africa Sub-Saharan,Male,25 to 39,118
2021,Eritrea,Africa Sub-Saharan,Male,40 and over,4
2021,Eritrea,Africa Sub-Saharan,Female,17 and under,13
2021,Eritrea,Africa Sub-Saharan,Male,17 and under,12
2021,Ethiopia,Africa Sub-Saharan,Female,17 and under,1
2021,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2021,Ethiopia,Africa Sub-Saharan,Female,18 to 24,2
2021,Ethiopia,Africa Sub-Saharan,Female,25 to 39,10
2021,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2021,Ethiopia,Africa Sub-Saharan,Male,18 to 24,26
2021,Ethiopia,Africa Sub-Saharan,Male,25 to 39,23
2021,Ethiopia,Africa Sub-Saharan,Male,40 and over,1
2021,Ethiopia,Africa Sub-Saharan,Female,17 and under,1
2021,Ethiopia,Africa Sub-Saharan,Female,18 to 24,1
2021,Ethiopia,Africa Sub-Saharan,Male,17 and under,4
2021,Gambia,Africa Sub-Saharan,Male,17 and under,1
2021,Gambia,Africa Sub-Saharan,Male,18 to 24,2
2021,Gambia,Africa Sub-Saharan,Male,25 to 39,1
2021,Gambia,Africa Sub-Saharan,Male,17 and under,5
2021,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2021,Guinea,Africa Sub-Saharan,Male,17 and under,1
2021,India,Asia South,Male,18 to 24,2
2021,India,Asia South,Male,25 to 39,16
2021,India,Asia South,Male,40 and over,6
2021,Iran,Middle East,Female,17 and under,22
2021,Iran,Middle East,Female,18 to 24,3
2021,Iran,Middle East,Female,25 to 39,17
2021,Iran,Middle East,Female,40 and over,2
2021,Iran,Middle East,Male,17 and under,24
2021,Iran,Middle East,Male,18 to 24,2
2021,Iran,Middle East,Male,25 to 39,3
2021,Iran,Middle East,Male,40 and over,2
2021,Iran,Middle East,Female,18 to 24,6
2021,Iran,Middle East,Female,25 to 39,34
2021,Iran,Middle East,Female,40 and over,16
2021,Iran,Middle East,Male,17 and under,18
2021,Iran,Middle East,Male,18 to 24,1504
2021,Iran,Middle East,Male,25 to 39,1417
2021,Iran,Middle East,Male,40 and over,176
2021,Iran,Middle East,Unknown,18 to 24,2
2021,Iran,Middle East,Unknown,25 to 39,1
2021,Iran,Middle East,Unknown,40 and over,1
2021,Iran,Middle East,Male,17 and under,487
2021,Iran,Middle East,Male,18 to 24,5
2021,Iran,Middle East,Male,25 to 39,8
2021,Iraq,Middle East,Female,17 and under,66
2021,Iraq,Middle East,Female,18 to 24,15
2021,Iraq,Middle East,Female,25 to 39,62
2021,Iraq,Middle East,Female,40 and over,8
2021,Iraq,Middle East,Male,17 and under,87
2021,Iraq,Middle East,Male,18 to 24,6
2021,Iraq,Middle East,Male,25 to 39,13
2021,Iraq,Middle East,Unknown,17 and under,14
2021,Iraq,Middle East,Female,17 and under,3
2021,Iraq,Middle East,Female,18 to 24,16
2021,Iraq,Middle East,Female,25 to 39,37
2021,Iraq,Middle East,Female,40 and over,9
2021,Iraq,Middle East,Male,17 and under,11
2021,Iraq,Middle East,Male,18 to 24,1262
2021,Iraq,Middle East,Male,25 to 39,1056
2021,Iraq,Middle East,Male,40 and over,87
2021,Iraq,Middle East,Unknown,18 to 24,2
2021,Iraq,Middle East,Female,17 and under,1
2021,Iraq,Middle East,Male,17 and under,183
2021,Iraq,Middle East,Male,18 to 24,5
2021,Iraq,Middle East,Male,25 to 39,3
2021,Ivory Coast,Africa Sub-Saharan,Female,18 to 24,1
2021,Ivory Coast,Africa Sub-Saharan,Male,18 to 24,1
2021,Jordan,Middle East,Male,25 to 39,1
2021,Kuwait,Middle East,Female,17 and under,4
2021,Kuwait,Middle East,Female,25 to 39,1
2021,Kuwait,Middle East,Male,17 and under,7
2021,Kuwait,Middle East,Female,18 to 24,1
2021,Kuwait,Middle East,Female,25 to 39,1
2021,Kuwait,Middle East,Female,40 and over,3
2021,Kuwait,Middle East,Male,18 to 24,9
2021,Kuwait,Middle East,Male,25 to 39,47
2021,Kuwait,Middle East,Male,40 and over,10
2021,Kuwait,Middle East,Male,17 and under,3
2021,Lebanon,Middle East,Male,25 to 39,2
2021,Lebanon,Middle East,Male,40 and over,1
2021,Liberia,Africa Sub-Saharan,Male,25 to 39,1
2021,Liberia,Africa Sub-Saharan,Male,17 and under,1
2021,Libya,Africa North,Male,17 and under,1
2021,Libya,Africa North,Female,40 and over,1
2021,Libya,Africa North,Male,18 to 24,5
2021,Libya,Africa North,Male,25 to 39,27
2021,Libya,Africa North,Male,40 and over,3
2021,Libya,Africa North,Male,17 and under,1
2021,Mali,Africa Sub-Saharan,Male,18 to 24,1
2021,Mali,Africa Sub-Saharan,Male,25 to 39,3
2021,Mali,Africa Sub-Saharan,Male,17 and under,1
2021,Morocco,Africa North,Male,18 to 24,3
2021,Morocco,Africa North,Male,25 to 39,3
2021,Myanmar (Burma),Asia South East,Male,18 to 24,2
2021,Niger,Africa Sub-Saharan,Male,18 to 24,6
2021,Niger,Africa Sub-Saharan,Male,25 to 39,1
2021,Nigeria,Africa Sub-Saharan,Male,25 to 39,2
2021,Occupied Palestinian Territories,Middle East,Male,17 and under,1
2021,Occupied Palestinian Territories,Middle East,Male,18 to 24,2
2021,Occupied Palestinian Territories,Middle East,Male,25 to 39,20
2021,Occupied Palestinian Territories,Middle East,Male,40 and over,3
2021,Pakistan,Asia South,Female,40 and over,1
2021,Pakistan,Asia South,Male,18 to 24,11
2021,Pakistan,Asia South,Male,25 to 39,17
2021,Pakistan,Asia South,Male,40 and over,7
2021,Refugee,Other,Male,18 to 24,2
2021,Refugee,Other,Male,25 to 39,4
2021,Refugee,Other,Male,40 and over,1
2021,Refugee,Other,Male,17 and under,3
2021,Senegal,Africa Sub-Saharan,Male,17 and under,1
2021,Senegal,Africa Sub-Saharan,Male,18 to 24,1
2021,Senegal,Africa Sub-Saharan,Male,17 and under,1
2021,Sierra Leone,Africa Sub-Saharan,Male,25 to 39,1
2021,Somalia,Africa Sub-Saharan,Female,25 to 39,2
2021,Somalia,Africa Sub-Saharan,Male,18 to 24,40
2021,Somalia,Africa Sub-Saharan,Male,25 to 39,47
2021,Somalia,Africa Sub-Saharan,Male,40 and over,3
2021,Somalia,Africa Sub-Saharan,Male,17 and under,22
2021,South Sudan,Africa Sub-Saharan,Male,18 to 24,7
2021,South Sudan,Africa Sub-Saharan,Male,25 to 39,2
2021,South Sudan,Africa Sub-Saharan,Male,17 and under,4
2021,Sri Lanka,Asia South,Male,18 to 24,4
2021,Sri Lanka,Asia South,Male,25 to 39,5
2021,Sri Lanka,Asia South,Male,40 and over,6
2021,Stateless,Other,Female,17 and under,3
2021,Stateless,Other,Female,18 to 24,1
2021,Stateless,Other,Female,25 to 39,1
2021,Stateless,Other,Female,40 and over,1
2021,Stateless,Other,Male,17 and under,2
2021,Stateless,Other,Male,17 and under,1
2021,Stateless,Other,Male,18 to 24,7
2021,Stateless,Other,Male,25 to 39,17
2021,Stateless,Other,Male,40 and over,6
2021,Stateless,Other,Male,17 and under,2
2021,Sudan,Africa North,Male,17 and under,1
2021,Sudan,Africa North,Male,17 and under,2
2021,Sudan,Africa North,Male,18 to 24,82
2021,Sudan,Africa North,Male,25 to 39,115
2021,Sudan,Africa North,Male,40 and over,8
2021,Sudan,Africa North,Male,17 and under,26
2021,Sudan,Africa North,Male,25 to 39,1
2021,Syria,Middle East,Female,17 and under,5
2021,Syria,Middle East,Female,18 to 24,2
2021,Syria,Middle East,Female,25 to 39,1
2021,Syria,Middle East,Female,40 and over,1
2021,Syria,Middle East,Male,17 and under,9
2021,Syria,Middle East,Female,18 to 24,3
2021,Syria,Middle East,Female,25 to 39,4
2021,Syria,Middle East,Female,40 and over,2
2021,Syria,Middle East,Male,17 and under,6
2021,Syria,Middle East,Male,18 to 24,411
2021,Syria,Middle East,Male,25 to 39,361
2021,Syria,Middle East,Male,40 and over,84
2021,Syria,Middle East,Unknown,18 to 24,1
2021,Syria,Middle East,Unknown,40 and over,1
2021,Syria,Middle East,Male,17 and under,97
2021,Syria,Middle East,Male,18 to 24,1
2021,Syria,Middle East,Male,25 to 39,1
2021,Tajikistan,Asia Central,Male,25 to 39,1
2021,Tunisia,Africa North,Male,18 to 24,4
2021,Tunisia,Africa North,Male,25 to 39,4
2021,Tunisia,Africa North,Male,40 and over,1
2021,Turkey,Europe Other,Male,18 to 24,10
2021,Turkey,Europe Other,Male,25 to 39,17
2021,Turkey,Europe Other,Male,40 and over,4
2021,Turkey,Europe Other,Male,17 and under,1
2021,Vietnam,Asia South East,Female,18 to 24,1
2021,Vietnam,Asia South East,Female,25 to 39,1
2021,Vietnam,Asia South East,Female,40 and over,2
2021,Vietnam,Asia South East,Male,18 to 24,1
2021,Vietnam,Asia South East,Female,18 to 24,1
2021,Vietnam,Asia South East,Male,18 to 24,16
2021,Vietnam,Asia South East,Male,25 to 39,51
2021,Vietnam,Asia South East,Male,40 and over,17
2021,Vietnam,Asia South East,Unknown,25 to 39,1
2021,Vietnam,Asia South East,Male,17 and under,2
2021,Yemen,Middle East,Male,18 to 24,14
2021,Yemen,Middle East,Male,25 to 39,38
2021,Yemen,Middle East,Male,17 and under,2
2021,Afghanistan,Asia Central,Female,17 and under,1
2021,Afghanistan,Asia Central,Female,18 to 24,6
2021,Afghanistan,Asia Central,Female,25 to 39,2
2021,Afghanistan,Asia Central,Female,40 and over,3
2021,Afghanistan,Asia Central,Male,17 and under,16
2021,Afghanistan,Asia Central,Male,18 to 24,6
2021,Afghanistan,Asia Central,Male,25 to 39,18
2021,Afghanistan,Asia Central,Male,40 and over,2
2021,Albania,Europe Other,Female,17 and under,1
2021,Albania,Europe Other,Female,18 to 24,3
2021,Albania,Europe Other,Female,25 to 39,1
2021,Albania,Europe Other,Female,40 and over,1
2021,Albania,Europe Other,Male,18 to 24,4
2021,Albania,Europe Other,Male,25 to 39,12
2021,Albania,Europe Other,Male,40 and over,1
2021,Denmark,EU 14,Female,17 and under,1
2021,Egypt,Africa North,Male,18 to 24,2
2021,Eritrea,Africa Sub-Saharan,Female,17 and under,7
2021,Eritrea,Africa Sub-Saharan,Female,18 to 24,16
2021,Eritrea,Africa Sub-Saharan,Female,25 to 39,6
2021,Eritrea,Africa Sub-Saharan,Female,40 and over,3
2021,Eritrea,Africa Sub-Saharan,Male,17 and under,7
2021,Eritrea,Africa Sub-Saharan,Male,18 to 24,3
2021,Eritrea,Africa Sub-Saharan,Male,25 to 39,4
2021,Eritrea,Africa Sub-Saharan,Male,40 and over,2
2021,Ethiopia,Africa Sub-Saharan,Female,17 and under,2
2021,Ethiopia,Africa Sub-Saharan,Female,18 to 24,1
2021,Ethiopia,Africa Sub-Saharan,Female,25 to 39,1
2021,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2021,Ethiopia,Africa Sub-Saharan,Male,18 to 24,2
2021,Ethiopia,Africa Sub-Saharan,Male,25 to 39,4
2021,India,Asia South,Male,25 to 39,1
2021,Iran,Middle East,Female,17 and under,35
2021,Iran,Middle East,Female,18 to 24,19
2021,Iran,Middle East,Female,25 to 39,44
2021,Iran,Middle East,Female,40 and over,10
2021,Iran,Middle East,Male,17 and under,59
2021,Iran,Middle East,Male,18 to 24,36
2021,Iran,Middle East,Male,25 to 39,74
2021,Iran,Middle East,Male,40 and over,14
2021,Iran,Middle East,Unknown,17 and under,1
2021,Iran,Middle East,Unknown,18 to 24,2
2021,Iraq,Middle East,Female,17 and under,84
2021,Iraq,Middle East,Female,18 to 24,33
2021,Iraq,Middle East,Female,25 to 39,97
2021,Iraq,Middle East,Female,40 and over,20
2021,Iraq,Middle East,Male,17 and under,112
2021,Iraq,Middle East,Male,18 to 24,40
2021,Iraq,Middle East,Male,25 to 39,105
2021,Iraq,Middle East,Male,40 and over,26
2021,Iraq,Middle East,Unknown,17 and under,9
2021,Kuwait,Middle East,Female,17 and under,17
2021,Kuwait,Middle East,Female,18 to 24,5
2021,Kuwait,Middle East,Female,25 to 39,8
2021,Kuwait,Middle East,Female,40 and over,2
2021,Kuwait,Middle East,Male,17 and under,15
2021,Kuwait,Middle East,Male,25 to 39,9
2021,Kuwait,Middle East,Male,40 and over,2
2021,Libya,Africa North,Male,18 to 24,1
2021,Libya,Africa North,Male,25 to 39,1
2021,Niger,Africa Sub-Saharan,Male,18 to 24,1
2021,Occupied Palestinian Territories,Middle East,Female,40 and over,1
2021,Occupied Palestinian Territories,Middle East,Male,40 and over,1
2021,Pakistan,Asia South,Male,18 to 24,1
2021,Somalia,Africa Sub-Saharan,Male,18 to 24,3
2021,Somalia,Africa Sub-Saharan,Male,25 to 39,4
2021,Stateless,Other,Female,17 and under,12
2021,Stateless,Other,Female,18 to 24,1
2021,Stateless,Other,Female,25 to 39,4
2021,Stateless,Other,Female,40 and over,6
2021,Stateless,Other,Male,17 and under,7
2021,Stateless,Other,Male,25 to 39,2
2021,Stateless,Other,Male,40 and over,3
2021,Sudan,Africa North,Male,17 and under,1
2021,Sudan,Africa North,Male,18 to 24,1
2021,Sudan,Africa North,Male,25 to 39,1
2021,Syria,Middle East,Female,17 and under,8
2021,Syria,Middle East,Female,18 to 24,1
2021,Syria,Middle East,Female,25 to 39,8
2021,Syria,Middle East,Female,40 and over,1
2021,Syria,Middle East,Male,17 and under,11
2021,Syria,Middle East,Male,18 to 24,10
2021,Syria,Middle East,Male,25 to 39,9
2021,Syria,Middle East,Male,40 and over,2
2021,Syria,Middle East,Unknown,17 and under,1
2021,Vietnam,Asia South East,Female,18 to 24,1
2021,Vietnam,Asia South East,Female,40 and over,1
2021,Vietnam,Asia South East,Male,18 to 24,3
2021,Vietnam,Asia South East,Male,25 to 39,4
2021,Vietnam,Asia South East,Male,40 and over,1
2021,Yemen,Middle East,Male,40 and over,2
2022,Afghanistan,Asia Central,Female,17 and under,6
2022,Afghanistan,Asia Central,Female,18 to 24,4
2022,Afghanistan,Asia Central,Female,25 to 39,4
2022,Afghanistan,Asia Central,Male,17 and under,14
2022,Afghanistan,Asia Central,Male,25 to 39,4
2022,Afghanistan,Asia Central,Female,17 and under,1
2022,Afghanistan,Asia Central,Female,18 to 24,1
2022,Afghanistan,Asia Central,Female,25 to 39,11
2022,Afghanistan,Asia Central,Male,17 and under,17
2022,Afghanistan,Asia Central,Male,18 to 24,342
2022,Afghanistan,Asia Central,Male,25 to 39,347
2022,Afghanistan,Asia Central,Male,40 and over,22
2022,Afghanistan,Asia Central,Male,17 and under,284
2022,Afghanistan,Asia Central,Male,18 to 24,4
2022,Albania,Europe Other,Female,18 to 24,2
2022,Albania,Europe Other,Female,25 to 39,1
2022,Albania,Europe Other,Male,17 and under,1
2022,Albania,Europe Other,Female,18 to 24,2
2022,Albania,Europe Other,Female,25 to 39,3
2022,Albania,Europe Other,Female,40 and over,1
2022,Albania,Europe Other,Male,18 to 24,86
2022,Albania,Europe Other,Male,25 to 39,120
2022,Albania,Europe Other,Male,40 and over,13
2022,Albania,Europe Other,Male,17 and under,3
2022,Algeria,Africa North,Female,25 to 39,1
2022,Algeria,Africa North,Male,18 to 24,6
2022,Algeria,Africa North,Male,25 to 39,9
2022,Algeria,Africa North,Male,40 and over,1
2022,Algeria,Africa North,Male,17 and under,1
2022,Azerbaijan,Europe Other,Male,40 and over,1
2022,Benin,Africa Sub-Saharan,Male,18 to 24,1
2022,Chad,Africa Sub-Saharan,Male,18 to 24,4
2022,Chad,Africa Sub-Saharan,Male,25 to 39,4
2022,Chad,Africa Sub-Saharan,Male,18 to 24,1
2022,Egypt,Africa North,Male,18 to 24,34
2022,Egypt,Africa North,Male,25 to 39,51
2022,Egypt,Africa North,Male,40 and over,10
2022,Egypt,Africa North,Male,17 and under,7
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,2
2022,Eritrea,Africa Sub-Saharan,Female,18 to 24,2
2022,Eritrea,Africa Sub-Saharan,Female,25 to 39,3
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,9
2022,Eritrea,Africa Sub-Saharan,Female,18 to 24,23
2022,Eritrea,Africa Sub-Saharan,Female,25 to 39,30
2022,Eritrea,Africa Sub-Saharan,Female,40 and over,4
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,1
2022,Eritrea,Africa Sub-Saharan,Male,18 to 24,114
2022,Eritrea,Africa Sub-Saharan,Male,25 to 39,128
2022,Eritrea,Africa Sub-Saharan,Male,40 and over,11
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,16
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,31
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,2
2022,Ethiopia,Africa Sub-Saharan,Female,18 to 24,5
2022,Ethiopia,Africa Sub-Saharan,Female,25 to 39,5
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2022,Ethiopia,Africa Sub-Saharan,Male,18 to 24,22
2022,Ethiopia,Africa Sub-Saharan,Male,25 to 39,26
2022,Ethiopia,Africa Sub-Saharan,Male,40 and over,3
2022,Ethiopia,Africa Sub-Saharan,Female,17 and under,2
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,2
2022,Gambia,Africa Sub-Saharan,Male,18 to 24,2
2022,Gambia,Africa Sub-Saharan,Male,25 to 39,1
2022,Gambia,Africa Sub-Saharan,Male,17 and under,3
2022,Georgia,Europe Other,Female,18 to 24,1
2022,Georgia,Europe Other,Male,18 to 24,1
2022,Georgia,Europe Other,Male,25 to 39,7
2022,Georgia,Europe Other,Male,40 and over,2
2022,Ghana,Africa Sub-Saharan,Male,18 to 24,2
2022,Guinea,Africa Sub-Saharan,Male,18 to 24,4
2022,Guinea,Africa Sub-Saharan,Male,25 to 39,3
2022,Guinea,Africa Sub-Saharan,Male,17 and under,1
2022,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2022,India,Asia South,Female,40 and over,1
2022,India,Asia South,Male,18 to 24,2
2022,India,Asia South,Male,25 to 39,17
2022,India,Asia South,Male,40 and over,12
2022,Iran,Middle East,Female,17 and under,24
2022,Iran,Middle East,Female,18 to 24,3
2022,Iran,Middle East,Female,25 to 39,25
2022,Iran,Middle East,Female,40 and over,3
2022,Iran,Middle East,Male,17 and under,29
2022,Iran,Middle East,Male,25 to 39,2
2022,Iran,Middle East,Male,40 and over,1
2022,Iran,Middle East,Unknown,17 and under,1
2022,Iran,Middle East,Female,17 and under,4
2022,Iran,Middle East,Female,18 to 24,7
2022,Iran,Middle East,Female,25 to 39,27
2022,Iran,Middle East,Female,40 and over,8
2022,Iran,Middle East,Male,17 and under,4
2022,Iran,Middle East,Male,18 to 24,127
2022,Iran,Middle East,Male,25 to 39,306
2022,Iran,Middle East,Male,40 and over,115
2022,Iran,Middle East,Female,17 and under,2
2022,Iran,Middle East,Male,17 and under,37
2022,Iraq,Middle East,Female,17 and under,62
2022,Iraq,Middle East,Female,18 to 24,16
2022,Iraq,Middle East,Female,25 to 39,47
2022,Iraq,Middle East,Female,40 and over,7
2022,Iraq,Middle East,Male,17 and under,84
2022,Iraq,Middle East,Male,18 to 24,1
2022,Iraq,Middle East,Male,25 to 39,4
2022,Iraq,Middle East,Male,40 and over,1
2022,Iraq,Middle East,Female,18 to 24,7
2022,Iraq,Middle East,Female,25 to 39,23
2022,Iraq,Middle East,Female,40 and over,8
2022,Iraq,Middle East,Male,17 and under,3
2022,Iraq,Middle East,Male,18 to 24,139
2022,Iraq,Middle East,Male,25 to 39,219
2022,Iraq,Middle East,Male,40 and over,26
2022,Iraq,Middle East,Unknown,40 and over,1
2022,Iraq,Middle East,Male,17 and under,20
2022,Iraq,Middle East,Male,18 to 24,1
2022,Jordan,Middle East,Male,25 to 39,2
2022,Kuwait,Middle East,Female,17 and under,13
2022,Kuwait,Middle East,Female,25 to 39,4
2022,Kuwait,Middle East,Female,40 and over,3
2022,Kuwait,Middle East,Male,17 and under,11
2022,Kuwait,Middle East,Female,18 to 24,1
2022,Kuwait,Middle East,Female,25 to 39,4
2022,Kuwait,Middle East,Female,40 and over,3
2022,Kuwait,Middle East,Male,17 and under,1
2022,Kuwait,Middle East,Male,18 to 24,10
2022,Kuwait,Middle East,Male,25 to 39,37
2022,Kuwait,Middle East,Male,40 and over,14
2022,Kuwait,Middle East,Male,17 and under,2
2022,Lebanon,Middle East,Male,40 and over,1
2022,Lebanon,Middle East,Male,25 to 39,1
2022,Libya,Africa North,Male,17 and under,1
2022,Libya,Africa North,Male,18 to 24,2
2022,Libya,Africa North,Male,25 to 39,8
2022,Libya,Africa North,Male,40 and over,1
2022,Libya,Africa North,Male,17 and under,1
2022,Mali,Africa Sub-Saharan,Male,25 to 39,1
2022,Mali,Africa Sub-Saharan,Male,17 and under,1
2022,Myanmar (Burma),Asia South East,Male,25 to 39,1
2022,Nigeria,Africa Sub-Saharan,Male,18 to 24,1
2022,Nigeria,Africa Sub-Saharan,Male,25 to 39,6
2022,Occupied Palestinian Territories,Middle East,Male,18 to 24,1
2022,Occupied Palestinian Territories,Middle East,Male,25 to 39,8
2022,Pakistan,Asia South,Male,17 and under,1
2022,Pakistan,Asia South,Male,18 to 24,19
2022,Pakistan,Asia South,Male,25 to 39,23
2022,Pakistan,Asia South,Male,40 and over,4
2022,Refugee,Other,Female,17 and under,1
2022,Refugee,Other,Male,17 and under,1
2022,Refugee,Other,Female,25 to 39,1
2022,Refugee,Other,Female,40 and over,1
2022,Refugee,Other,Male,18 to 24,2
2022,Refugee,Other,Male,25 to 39,5
2022,Refugee,Other,Male,40 and over,3
2022,Refugee,Other,Male,17 and under,2
2022,Refugee,Other,Male,18 to 24,1
2022,Saudi Arabia,Middle East,Male,17 and under,1
2022,Senegal,Africa Sub-Saharan,Male,25 to 39,1
2022,Sierra Leone,Africa Sub-Saharan,Male,18 to 24,1
2022,Sierra Leone,Africa Sub-Saharan,Male,25 to 39,1
2022,Somalia,Africa Sub-Saharan,Female,18 to 24,1
2022,Somalia,Africa Sub-Saharan,Male,18 to 24,5
2022,Somalia,Africa Sub-Saharan,Male,25 to 39,5
2022,Somalia,Africa Sub-Saharan,Male,17 and under,1
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,1
2022,South Sudan,Africa Sub-Saharan,Male,18 to 24,2
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,1
2022,Sri Lanka,Asia South,Male,18 to 24,3
2022,Sri Lanka,Asia South,Male,25 to 39,19
2022,Sri Lanka,Asia South,Male,40 and over,4
2022,Stateless,Other,Female,17 and under,4
2022,Stateless,Other,Female,18 to 24,1
2022,Stateless,Other,Female,25 to 39,1
2022,Stateless,Other,Female,40 and over,1
2022,Stateless,Other,Male,17 and under,7
2022,Stateless,Other,Female,25 to 39,2
2022,Stateless,Other,Female,40 and over,1
2022,Stateless,Other,Male,18 to 24,1
2022,Stateless,Other,Male,25 to 39,11
2022,Stateless,Other,Male,40 and over,5
2022,Stateless,Other,Male,17 and under,1
2022,Sudan,Africa North,Female,18 to 24,1
2022,Sudan,Africa North,Male,18 to 24,46
2022,Sudan,Africa North,Male,25 to 39,57
2022,Sudan,Africa North,Male,40 and over,9
2022,Sudan,Africa North,Male,17 and under,21
2022,Syria,Middle East,Female,17 and under,6
2022,Syria,Middle East,Female,18 to 24,3
2022,Syria,Middle East,Female,40 and over,1
2022,Syria,Middle East,Male,17 and under,9
2022,Syria,Middle East,Male,18 to 24,1
2022,Syria,Middle East,Female,17 and under,1
2022,Syria,Middle East,Female,18 to 24,3
2022,Syria,Middle East,Female,25 to 39,4
2022,Syria,Middle East,Female,40 and over,5
2022,Syria,Middle East,Male,17 and under,1
2022,Syria,Middle East,Male,18 to 24,244
2022,Syria,Middle East,Male,25 to 39,254
2022,Syria,Middle East,Male,40 and over,40
2022,Syria,Middle East,Male,17 and under,24
2022,Tanzania,Africa Sub-Saharan,Male,25 to 39,1
2022,Tunisia,Africa North,Female,17 and under,1
2022,Tunisia,Africa North,Female,25 to 39,1
2022,Tunisia,Africa North,Female,40 and over,1
2022,Tunisia,Africa North,Male,18 to 24,2
2022,Tunisia,Africa North,Male,25 to 39,4
2022,Turkey,Europe Other,Female,40 and over,1
2022,Turkey,Europe Other,Male,18 to 24,4
2022,Turkey,Europe Other,Male,25 to 39,5
2022,Turkey,Europe Other,Male,40 and over,3
2022,Turkey,Europe Other,Male,17 and under,1
2022,Vietnam,Asia South East,Female,18 to 24,1
2022,Vietnam,Asia South East,Female,25 to 39,7
2022,Vietnam,Asia South East,Male,18 to 24,12
2022,Vietnam,Asia South East,Male,25 to 39,29
2022,Vietnam,Asia South East,Male,40 and over,3
2022,Vietnam,Asia South East,Male,17 and under,4
2022,Vietnam,Asia South East,Male,18 to 24,1
2022,Yemen,Middle East,Female,18 to 24,1
2022,Yemen,Middle East,Female,25 to 39,2
2022,Yemen,Middle East,Male,18 to 24,4
2022,Yemen,Middle East,Male,25 to 39,25
2022,Yemen,Middle East,Male,40 and over,5
2022,Afghanistan,Asia Central,Female,17 and under,1
2022,Afghanistan,Asia Central,Male,17 and under,14
2022,Afghanistan,Asia Central,Male,18 to 24,10
2022,Afghanistan,Asia Central,Male,25 to 39,13
2022,Albania,Europe Other,Male,18 to 24,1
2022,Albania,Europe Other,Male,25 to 39,1
2022,Albania,Europe Other,Male,40 and over,1
2022,Bahrain,Middle East,Male,25 to 39,1
2022,Egypt,Africa North,Male,17 and under,2
2022,Egypt,Africa North,Male,18 to 24,2
2022,Egypt,Africa North,Male,25 to 39,1
2022,Eritrea,Africa Sub-Saharan,Female,17 and under,1
2022,Eritrea,Africa Sub-Saharan,Male,17 and under,1
2022,Eritrea,Africa Sub-Saharan,Male,18 to 24,1
2022,Ethiopia,Africa Sub-Saharan,Male,17 and under,2
2022,Ethiopia,Africa Sub-Saharan,Male,18 to 24,1
2022,Ethiopia,Africa Sub-Saharan,Male,25 to 39,1
2022,Iran,Middle East,Male,17 and under,1
2022,Iran,Middle East,Male,25 to 39,1
2022,Iran,Middle East,Male,40 and over,1
2022,Iraq,Middle East,Female,17 and under,1
2022,Iraq,Middle East,Female,18 to 24,2
2022,Iraq,Middle East,Male,17 and under,1
2022,Iraq,Middle East,Male,18 to 24,1
2022,Iraq,Middle East,Male,25 to 39,4
2022,Iraq,Middle East,Male,40 and over,1
2022,Kuwait,Middle East,Female,17 and under,1
2022,Pakistan,Asia South,Male,25 to 39,1
2022,Pakistan,Asia South,Male,40 and over,1
2022,South Sudan,Africa Sub-Saharan,Male,17 and under,1
2022,Sudan,Africa North,Male,17 and under,1
2022,Syria,Middle East,Male,17 and under,2
2022,Syria,Middle East,Male,18 to 24,4
2022,Syria,Middle East,Male,25 to 39,2
2022,Afghanistan,Asia Central,Female,17 and under,17
2022,Afghanistan,Asia Central,Female,18 to 24,5
2022,Afghanistan,Asia Central,Female,25 to 39,17
2022,Afghanistan,Asia Central,Female,40 and over,2
2022,Afghanistan,Asia Central,Male,17 and under,36
2022,Afghanistan,Asia Central,Male,25 to 39,3
2022,Afghanistan,Asia Central,Male,40 and over,1
2022,Afghanistan,Asia Central,Unknown,17 and under,7
2022,Afghanistan,Asia Central,Female,18 to 24,5
2022,Afghanistan,Asia Central,Female,25 to 39,10
2022,Afghanistan,Asia Central,Female,40 and over,4
2022,Afghanistan,Asia Central,Male,17 and under,22
2022,Afghanistan,Asia Central,Male,18 to 24,297
2022,Afghanistan,Asia Central,Male,25 to 39,367
2022,Afghanistan,Asia Central,Male,40 and over,30
2022,Afghanistan,Asia Central,Unknown,18 to 24,1
